Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
BRS Travels,NON AC Seater / Sleeper 2+1,22:10,05:00,06h 50m,500,4.0,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
BRS Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,700,3.9,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
PRL BUS,Non A/C Seater / Sleeper (2+1),21:15,04:20,07h 05m,400,4.5,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
INDHU BUS,Non A/C Seater / Sleeper (2+1),21:25,04:10,06h 45m,399,3.9,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
PRL BUS,A/C Sleeper (2+1),21:15,04:00,06h 45m,900,4.2,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,405,3.8,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,380,4.1,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
INDHU BUS,Non A/C Seater / Sleeper (2+1),21:25,04:10,06h 45m,399,4.3,,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
NueGo,Electric A/C Seater (2+2),12:25,16:15,03h 50m,332,3.9,25,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater/Sleeper (2+1),12:25,15:55,03h 30m,332,4.2,18,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),12:30,16:55,04h 25m,332,4.2,26,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),13:30,18:45,05h 15m,332,4.9,17,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),15:00,20:25,05h 25m,332,4.5,34,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),16:00,21:15,05h 15m,332,4.8,30,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
SVR Tours and Travels,A/C Seater / Sleeper (2+1),16:30,22:30,06h 00m,580,3.3,40,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
SVR Tours and Travels,Volvo A/C Sleeper (2+1),16:30,22:30,06h 00m,670,3.3,31,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),16:30,22:30,06h 00m,730,3.3,39,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
SVR Tours and Travels,Volvo A/C Sleeper (2+1),16:30,22:30,06h 00m,800,3.3,27,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
SVR Tours and Travels,A/C Seater / Sleeper (2+1),16:30,22:30,06h 00m,450,3.3,40,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
BSR Tours And Travels,A/C Seater / Sleeper (2+1),18:00,00:10,06h 10m,610,4.4,,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
Zingbus Plus,A/C Sleeper (2+1),19:50,23:35,03h 45m,792,4.4,25,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
DMR Travels,A/C Sleeper (2+1),20:40,01:50,05h 10m,700,3.5,,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
LVP Travels,Non A/C Seater / Sleeper (2+1),20:50,02:50,06h 00m,499,4.1,,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:00,07h 30m,400,3.6,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,05:30,07h 50m,415,4.1,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),21:50,04:55,07h 05m,400,4.0,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,450,4.0,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Chandu Travels,A/C Sleeper (2+1),22:00,05:15,07h 15m,589,3.9,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),23:45,06:15,06h 30m,700,3.5,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
KMBT Travels,NON A/C Hi-Tech Push Back (2+2),20:55,05:00,08h 05m,475,3.4,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Vihari Travels,Non A/C Seater / Sleeper (2+1),21:20,04:40,07h 20m,379,3.6,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
V Kaveri Travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,900,4.3,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),21:45,04:30,06h 45m,600,3.2,,https://www.redbus.in/bus-tickets/hyderabad-to-addanki,Hyderabad to Addanki
Kareng Travels,Non AC Seater (2+2),12:30,18:30,06h 00m,361,4.5,26,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu
Kareng Travels,Non AC Seater (2+2),12:30,16:30,04h 00m,285,4.0,41,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
Kareng Travels,Non AC Seater (2+2),12:30,16:00,03h 30m,266,4.3,26,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
Kareng Travels,Non AC Seater (2+2),12:30,16:15,03h 45m,285,4.0,29,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Guwahati to Langhin (assam)
KAAC TRANSPORT - 175492,Non AC Seater (2+2),13:00,17:30,04h 30m,246,3.0,41,https://www.redbus.in/bus-tickets/diphu-to-hamren,Diphu to Hamren
Kareng Travels,Non AC Seater (2+2),12:30,18:00,05h 30m,342,3.9,27,https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Guwahati to Manja (assam)
Meghalaya Transport Corporation(MTC) - 163306,Tata Non A/C Seater Executive Luxury (2+2),17:00,03:30,10h 30m,517,3.3,,https://www.redbus.in/bus-tickets/shillong-to-tura-meghalaya,Shillong to Tura (Meghalaya)
NETWORK TRAVELS,NON A/C Seater (2+2),16:30,06:00,13h 30m,650,3.7,,https://www.redbus.in/bus-tickets/shillong-to-tura-meghalaya,Shillong to Tura (Meghalaya)
Meghalaya Transport Corporation(MTC) - 163370,Tata Non A/C Seater Executive Luxury (2+2),18:30,04:00,09h 30m,517,3.3,,https://www.redbus.in/bus-tickets/tura-meghalaya-to-shillong,Tura (Meghalaya) to Shillong
NETWORK TRAVELS,NON A/C Seater (2+2),19:00,08:00,13h 00m,650,3.2,,https://www.redbus.in/bus-tickets/tura-meghalaya-to-shillong,Tura (Meghalaya) to Shillong
Meghalaya Transport Corporation(MTC) - 172215,Force Motors Non A/C Seater Executive (2+2),15:00,18:00,03h 00m,200,4.4,18,https://www.redbus.in/bus-tickets/shillong-to-guwahati,Shillong to Guwahati
RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),16:00,18:30,02h 30m,250,3.3,34,https://www.redbus.in/bus-tickets/shillong-to-guwahati,Shillong to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater (2+1),23:45,08:30,08h 45m,650,1.2,,https://www.redbus.in/bus-tickets/shillong-to-silchar,Shillong to Silchar
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater (2+1),18:00,03:45,09h 45m,650,3.2,,https://www.redbus.in/bus-tickets/silchar-to-shillong,Silchar to Shillong
Jagannath Travels and Tours Pvt. Ltd.,NON A/C Seater Push Back (2+1),18:30,03:00,08h 30m,600,2.6,,https://www.redbus.in/bus-tickets/silchar-to-shillong,Silchar to Shillong
Meghalaya Transport Corporation(MTC) - 163306,Tata Non A/C Seater Executive Luxury (2+2),17:00,05:00,12h 00m,581,3.1,,https://www.redbus.in/bus-tickets/shillong-to-williamnagar-meghalaya,Shillong to Williamnagar (Meghalaya)
Meghalaya Transport Corporation(MTC) - 163370,Tata Non A/C Seater Executive Luxury (2+2),17:00,04:00,11h 00m,581,3.2,,https://www.redbus.in/bus-tickets/williamnagar-meghalaya-to-shillong,Williamnagar (Meghalaya) to Shillong
Meghalaya Transport Corporation(MTC) - 163360,Tata Non A/C Seater Executive Luxury (2+2),19:15,04:30,09h 15m,371,3.5,,https://www.redbus.in/bus-tickets/shillong-to-karimganj,Shillong to Karimganj
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),20:30,05:00,08h 30m,650,3.7,,https://www.redbus.in/bus-tickets/shillong-to-karimganj,Shillong to Karimganj
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),17:30,02:00,08h 30m,650,3.7,,https://www.redbus.in/bus-tickets/karimganj-to-shillong,Karimganj to Shillong
JAYSIKA,NON A/C Seater Push Back (2+1),17:20,03:00,09h 40m,650,2.6,,https://www.redbus.in/bus-tickets/karimganj-to-shillong,Karimganj to Shillong
Meghalaya Transport Corporation(MTC) - 163368,Tata Non A/C Seater Executive Luxury (2+2),18:00,04:00,10h 00m,384,3.6,,https://www.redbus.in/bus-tickets/hailakandi-to-shillong,Hailakandi to Shillong
AR Travels,Non AC Seater (2+2),17:30,04:30,11h 00m,482,1.5,,https://www.redbus.in/bus-tickets/hailakandi-to-shillong,Hailakandi to Shillong
AR Travels,Non AC Seater (2+2),21:20,05:50,08h 30m,550,1.5,,https://www.redbus.in/bus-tickets/shillong-to-hailakandi,Shillong to Hailakandi
Meghalaya Transport Corporation(MTC) - 163368,Tata Non A/C Seater Executive Luxury (2+2),17:00,04:00,11h 00m,425,3.5,,https://www.redbus.in/bus-tickets/ramkrishnanagar-to-shillong,Ramkrishnanagar to Shillong
Meghalaya Transport Corporation(MTC) - 172215,Force Motors Non A/C Seater Executive (2+2),16:15,18:00,01h 45m,104,3.6,22,https://www.redbus.in/bus-tickets/nongpoh-to-guwahati,Nongpoh to Guwahati
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:30,07:40,08h 10m,500,4.5,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,08:00,08h 30m,499,4.5,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,08:00,09h 00m,450,4.8,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,07:45,08h 20m,499,4.5,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:55,09:05,10h 10m,473,4.3,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,06:00,07h 30m,530,3.4,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
FlixBus,Volvo A/C Seater (2+2),23:55,08:35,08h 40m,315.04,3.0,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,07:25,07h 30m,799,3.6,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),21:00,07:30,10h 30m,1500,1.9,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Heera Himachal Holidays,Volvo A/C Semi Sleeper (2+2),21:30,06:30,09h 00m,1399,2.9,,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 1529,Ordinary 3+2 Non AC Seater,13:56,19:05,05h 09m,364,3.2,37,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1516,A/C Executive (2+3),15:00,18:50,03h 50m,340,4.1,26,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1546,Ordinary 3+2 Non AC Seater,16:25,21:15,04h 50m,334,2.5,27,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9235,A/C Executive (2+3),16:40,22:00,05h 20m,399,4.5,44,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,22:00,04h 00m,310,4.2,37,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,01:00,06h 45m,362,3.9,,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,523,4.6,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,590,4.8,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,03:10,05h 10m,699,4.5,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,02:00,09h 30m,1117,2.5,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,04:30,08h 00m,450,4.5,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,05:30,08h 00m,495,4.8,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,06:40,08h 40m,550,4.5,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,04:40,08h 10m,470,4.4,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,05:30,07h 00m,501,4.0,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
FlixBus,Volvo A/C Seater (2+2),20:00,05:00,09h 00m,315.04,3.5,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,05:00,07h 00m,529,3.7,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
SWAGATAM TOUR HOLIDAY,Volvo A/C Multi-Axle Semi Sleeper (2+2),21:00,04:00,07h 00m,3999,,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
RSRTC - 183801,Express Non AC Seater 2+3,15:30,21:00,05h 30m,320,3.6,42,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Khurana Bus Service,Bharat Benz A/C Seater (2+2),12:40,19:00,06h 20m,499,3.3,31,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater/Sleeper (2+1),13:00,18:25,05h 25m,333,4.0,17,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
AdAwadh Travels,A/C Sleeper (2+2),21:45,03:05,05h 20m,719,3.8,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,333,3.3,27,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,333,3.5,35,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,AC Seater (2+2),16:00,22:10,06h 10m,221.76,4.2,33,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,333,3.2,35,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,400,4.4,28,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,03:50,04h 50m,450,5.0,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,05:15,08h 00m,560,4.8,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,05:30,09h 10m,523,4.6,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,06:40,08h 40m,699,4.8,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 1003,Ordinary 3+2 Non AC Seater,14:30,02:20,11h 50m,666,3.9,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,03:00,12h 00m,642,3.9,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1024,A/C Executive (2+3),16:20,04:15,11h 55m,692,3.7,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1001,A/C Executive (2+3),17:15,04:00,10h 45m,677,4.0,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,04:00,10h 20m,1181,4.3,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1007,Ordinary 3+2 Non AC Seater,19:00,05:40,10h 40m,637,4.2,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1028,A/C Executive (2+3),20:15,07:15,11h 00m,673,3.0,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:00,05:35,08h 35m,600,4.7,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,06:10,09h 10m,569,4.4,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,05:55,08h 10m,600,4.7,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,05:30,05h 40m,854,4.6,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,06:00,06h 05m,499,4.7,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:59,06h 04m,499,4.5,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
A N Holidays,Volvo A/C Semi Sleeper (2+2),23:58,07:05,07h 07m,499,4.0,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
A N Holidays,Volvo A/C Semi Sleeper (2+2),23:58,07:25,07h 27m,499,3.5,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,10:00,16h 10m,876,3.8,,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 590,A/C Executive (2+3),19:00,10:15,15h 15m,1062,3.0,,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,11:30,15h 15m,1704,3.9,,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 578,Ordinary 3+2 Non AC Seater,22:10,18:35,20h 25m,907,1.9,,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,08:30,17h 30m,907,3.9,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 1024,A/C Executive (2+3),16:20,08:35,16h 15m,1052,3.1,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,09:00,15h 20m,1704,4.2,,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
FlixBus,Volvo A/C Seater (2+2),18:40,01:10,06h 30m,476.08,4.0,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:45,23:15,04h 30m,399,4.4,40,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,01:00,05h 50m,664,4.7,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,04h 20m,759,4.1,17,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,01:00,05h 15m,747,5.0,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),20:10,23:59,03h 49m,584,3.5,19,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,00:50,04h 50m,1259,3.4,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,01:45,05h 15m,585,4.8,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:10,01:15,05h 05m,450,4.5,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,01:05,04h 55m,655,4.9,,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,21:15,04h 45m,432,4.0,31,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
FlixBus,Volvo A/C Seater (2+2),20:00,00:25,04h 25m,95.92,4.0,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,23:45,03h 15m,229,4.8,29,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:35,03h 05m,450,4.8,42,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:00,02h 30m,450,4.5,44,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,23:20,02h 50m,224,4.8,30,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,00:55,03h 25m,495,4.4,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,01:45,03h 45m,550,4.4,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,00:50,02h 50m,529,3.9,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,01:20,02h 50m,529,3.6,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,06:45,07h 45m,450,4.8,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,06:40,07h 15m,399,4.6,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,06:30,07h 00m,499,4.5,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
